SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
2, 4.5898, 459, -1.4236, 0.5903, -0.3411, -29.2215, -0.4414, -10.3912, -43.5821, 8.6567, 33.0000, 19.6982, -81.6729, -54.5388, -0.7138, -0.1802, -0.6320, -0.2421, -0.4342, 0.6391, -0.2048, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.7500, 472, 0.0199, 0.6654, 0.2063, 28.0913, -58.6019, -33.8129, 61.6418, 32.2388, -6.3333, -109.4163, 1.4314, 68.8576, 0.4707, 0.6773, 0.4555, -0.3350, -0.0050, -0.2774, -0.1260, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.7600, 473, 0.0695, 0.5828, 0.0724, 30.7261, -60.3966, -43.5203, 61.9403, 33.1343, -6.6667, -109.0792, 1.2539, 69.5322, 0.4715, 0.6727, 0.4592, -0.3381, 0.0476, -0.3621, -0.2544, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.7700, 474, 0.1673, 0.5006, 0.1133, 26.8100, -69.5670, -45.1067, 57.3134, 34.1791, -7.0000, -108.7697, 1.0604, 70.2845, 0.4718, 0.6678, 0.4635, -0.3413, 0.1488, -0.4460, -0.2084, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.5999, 460, -1.5801, 0.5860, -0.3512, -21.7835, 1.6448, 3.7245, -46.1194, 7.9104, 33.1667, 19.3005, -81.6702, -54.4412, -0.7134, -0.1821, -0.6313, -0.2437, -0.5906, 0.6339, -0.2144, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.7800, 475, 0.3788, 0.4848, 0.1867, 25.4191, -51.5274, -39.7616, 60.1493, 33.7313, -7.6667, -108.5111, 0.8999, 70.9536, 0.4720, 0.6636, 0.4673, -0.3442, 0.3631, -0.4633, -0.1307, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.7900, 476, 0.5517, 0.6069, 0.1152, 37.7466, -18.6926, -34.4612, 60.0000, 34.9254, -8.1667, -108.1799, 0.7551, 71.2979, 0.4735, 0.6604, 0.4689, -0.3462, 0.5385, -0.3431, -0.1968, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.8000, 477, 0.4978, 0.8236, -0.1081, 48.5294, 1.6544, -31.0359, 58.9552, 33.7313, -8.5000, -107.6661, 0.5728, 71.2932, 0.4772, 0.6577, 0.4681, -0.3472, 0.4878, -0.1292, -0.4116, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.6099, 461, -1.6949, 0.5639, -0.3088, -19.3968, 9.4240, 25.5102, -43.5821, 8.2090, 33.1667, 17.6878, -81.6680, -53.0457, -0.7138, -0.1844, -0.6300, -0.2439, -0.7055, 0.6079, -0.1707, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6199, 462, -1.7739, 0.5005, -0.2284, -23.7349, 16.9295, 47.0042, -47.7612, 9.4030, 32.5000, 14.4785, -81.6481, -50.0469, -0.7151, -0.1879, -0.6280, -0.2429, -0.7845, 0.5368, -0.0877, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6299, 463, -1.8170, 0.3977, -0.0801, -42.2486, 22.0134, 74.6790, -46.8657, 10.0000, 32.5000, 9.5176, -81.5884, -45.4076, -0.7169, -0.1934, -0.6249, -0.2412, -0.8278, 0.4218, 0.0641, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6399, 464, -1.8464, 0.3106, 0.0528, -67.7224, 28.4645, 102.2310, -45.9701, 9.7015, 32.3333, 2.5633, -81.4309, -38.9754, -0.7192, -0.2016, -0.6204, -0.2390, -0.8575, 0.3173, 0.2017, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.8101, 478, 0.2414, 0.9977, -0.2068, 44.7408, -2.1723, -14.3442, 58.0597, 36.1194, -8.6667, -107.0810, 0.4643, 71.2238, 0.4812, 0.6553, 0.4664, -0.3487, 0.2333, 0.0419, -0.5005, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.6499, 465, -1.9322, 0.3373, 0.1523, -86.9740, 31.7675, 129.3432, -47.3134, 12.8358, 31.6667, -5.9082, -81.0926, -31.2132, -0.7219, -0.2124, -0.6147, -0.2364, -0.9442, 0.3214, 0.3063, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6599, 466, -1.8666, 0.2881, 0.2287, -91.7194, 34.6278, 153.5701, -47.0149, 12.6866, 31.3333, -15.2561, -80.4804, -22.6519, -0.7250, -0.2251, -0.6079, -0.2327, -0.8804, 0.2446, 0.3882, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6699, 467, -1.8070, 0.2407, 0.3208, -88.7438, 36.4516, 186.1961, -45.3731, 13.7313, 31.0000, -24.7308, -79.5581, -13.9634, -0.7285, -0.2393, -0.6003, -0.2272, -0.8236, 0.1649, 0.4855, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.6799, 468, -1.6919, 0.1876, 0.4104, -76.8148, 32.3453, 216.7561, -47.0149, 15.3731, 31.0000, -33.8219, -78.2712, -5.5426, -0.7324, -0.2546, -0.5922, -0.2193, -0.7128, 0.0745, 0.5793, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.8201, 479, 0.0621, 1.2627, 0.0326, 38.8460, -2.5719, 19.1127, 57.7612, 35.9701, -9.3333, -106.5780, 0.5806, 71.1811, 0.4837, 0.6537, 0.4641, -0.3512, 0.0520, 0.3043, -0.2527, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.6899, 469, -1.5539, 0.0387, 0.4494, -65.1245, 23.9678, 244.2021, -47.6119, 18.3582, 30.0000, -42.1056, -76.6190, 2.2338, -0.7365, -0.2705, -0.5839, -0.2084, -0.5811, -0.1165, 0.6211, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.8301, 480, 0.0938, 1.6415, 0.4704, 28.4627, 27.4300, 28.7035, 60.7463, 34.1791, -8.8333, -106.2573, 0.7982, 70.9567, 0.4854, 0.6539, 0.4609, -0.3528, 0.0799, 0.6816, 0.1904, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.8401, 481, 0.1632, 2.1516, 1.3069, 15.7432, 55.6302, 12.7050, 59.2537, 36.1194, -9.1667, -106.0560, 0.8741, 70.4598, 0.4877, 0.6552, 0.4571, -0.3519, 0.1479, 1.1907, 1.0304, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7000, 470, -1.4101, -0.0427, 0.3248, -51.7918, 10.1339, 258.2555, -44.0299, 20.1493, 30.3333, -49.2515, -74.7181, 9.0235, -0.7402, -0.2868, -0.5760, -0.1952, -0.4454, -0.2423, 0.4969, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.8499, 482, 0.1658, 2.2896, 1.1666, 24.5312, 74.3111, -28.5332, 59.5522, 36.2687, -9.1667, -105.8795, 0.5504, 69.8343, 0.4920, 0.6560, 0.4544, -0.3481, 0.1562, 1.3278, 0.8930, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7100, 471, -1.2808, -0.0596, 0.2445, -40.1258, -11.2388, 265.1471, -44.4776, 22.9851, 30.0000, -55.3145, -72.6793, 14.9033, -0.7431, -0.3027, -0.5689, -0.1802, -0.3262, -0.3044, 0.4139, 1003.5700, 0.0000, 0.0000, 0.0000
2, 4.7200, 472, -1.2132, -0.0451, 0.1432, -48.2060, -32.3356, 261.9946, -44.6269, 24.3284, 30.1667, -60.6382, -70.6084, 20.0687, -0.7445, -0.3188, -0.5630, -0.1645, -0.2700, -0.3345, 0.3060, 1003.5700, 0.0000, 0.0000, 0.0000
1, 4.8599, 483, -0.5316, 1.2561, 0.3937, 13.0123, 78.6055, -45.9137, 58.6567, 35.0746, -9.0000, -105.6653, -0.1125, 69.2298, 0.4976, 0.6555, 0.4532, -0.3425, -0.5296, 0.2932, 0.1237, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7300, 473, -1.1438, -0.0129, 0.0144, -62.3049, -41.0015, 256.6518, -40.7463, 25.6716, 30.5000, -65.2919, -68.5107, 24.4622, -0.7445, -0.3353, -0.5577, -0.1493, -0.2133, -0.3457, 0.1676, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.8699, 484, -0.4464, 0.9169, 0.1361, 22.0332, 58.3806, -1.2992, 56.4179, 36.8657, -8.8333, -105.5206, -0.5837, 68.6827, 0.5019, 0.6556, 0.4516, -0.3380, -0.4362, -0.0466, -0.1315, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7400, 474, -0.9860, 0.1017, -0.0691, -83.8132, -47.0171, 251.8261, -39.8507, 27.0149, 31.1667, -69.3994, -66.3706, 28.1197, -0.7431, -0.3528, -0.5523, -0.1351, -0.0699, -0.2735, 0.0719, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.7500, 475, -0.8051, 0.2356, -0.0684, -108.9396, -52.4617, 248.8849, -39.5522, 28.9552, 31.3333, -73.1689, -64.1795, 31.1946, -0.7404, -0.3717, -0.5466, -0.1221, 0.0951, -0.1813, 0.0577, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.8799, 485, 0.0553, 1.0323, 0.2388, 26.7000, -26.5048, 44.6510, 59.2537, 34.7761, -9.1667, -105.1937, -0.3362, 68.6126, 0.5031, 0.6552, 0.4492, -0.3404, 0.0611, 0.0673, -0.0233, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.8899, 486, 0.3846, 1.3308, 0.7889, -22.9274, -74.3579, 51.3733, 60.2985, 34.6269, -9.0000, -105.2613, 0.3685, 69.0867, 0.4985, 0.6557, 0.4490, -0.3463, 0.3781, 0.3661, 0.5257, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7600, 476, -0.6479, 0.3693, -0.0484, -124.5097, -60.2072, 246.7124, -37.0149, 30.7463, 32.5000, -76.7176, -61.9388, 33.8293, -0.7362, -0.3917, -0.5409, -0.1099, 0.2345, -0.0886, 0.0596, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.8999, 487, 0.0215, 1.3859, 0.8659, -9.4141, -50.8491, 26.5471, 55.5224, 37.3134, -9.6667, -105.4570, 0.8563, 69.5880, 0.4939, 0.6561, 0.4504, -0.3504, 0.0065, 0.4222, 0.5994, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.9099, 488, -0.3012, 1.5001, 0.6746, -4.9515, -47.5141, 36.3271, 58.8060, 35.6716, -9.3333, -105.5103, 1.2613, 69.9594, 0.4908, 0.6560, 0.4509, -0.3541, -0.3233, 0.5368, 0.4072, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7698, 477, -0.5480, 0.4674, -0.0047, -128.2624, -69.6108, 243.8846, -37.6119, 31.0448, 33.3333, -80.0362, -59.6594, 36.1476, -0.7308, -0.4121, -0.5352, -0.0980, 0.3151, -0.0301, 0.0827, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.9199, 489, -0.2088, 1.7390, 0.6316, -18.4443, -59.0205, 41.0470, 58.2090, 35.9701, -9.6667, -105.6339, 1.8127, 70.4019, 0.4865, 0.6564, 0.4514, -0.3586, -0.2404, 0.7764, 0.3622, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.9299, 490, -0.0972, 1.6726, 0.6587, -32.0101, -41.4895, 6.2984, 59.1045, 34.6269, -9.3333, -105.8945, 2.1499, 70.8272, 0.4823, 0.6569, 0.4532, -0.3613, -0.1347, 0.7115, 0.3850, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7798, 478, -0.5008, 0.5047, 0.0150, -118.6441, -84.4512, 238.7014, -34.6269, 32.2388, 34.1667, -83.1234, -57.3791, 38.2997, -0.7245, -0.4319, -0.5302, -0.0855, 0.3414, -0.0305, 0.0795, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.7898, 479, -0.5008, 0.4829, 0.0563, -103.7854, -96.5862, 232.6188, -34.9254, 34.3284, 35.1667, -85.9533, -55.1212, 40.3593, -0.7176, -0.4505, -0.5262, -0.0723, 0.3196, -0.0875, 0.0967, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.9399, 491, -0.2071, 1.3735, 0.6603, -33.5830, -30.5401, -29.2474, 57.4627, 34.9254, -9.6667, -106.2409, 2.0934, 71.2105, 0.4793, 0.6566, 0.4567, -0.3612, -0.2436, 0.4141, 0.3808, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.9500, 492, -0.3265, 1.2586, 0.6009, -16.6864, -16.9410, -54.7596, 59.8507, 34.3284, -9.6667, -106.4767, 1.6932, 71.5887, 0.4785, 0.6549, 0.4613, -0.3596, -0.3561, 0.3001, 0.3174, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.7998, 480, -0.5003, 0.4319, 0.0655, -80.5250, -107.1640, 226.2319, -32.6866, 35.5224, 36.6667, -88.4365, -52.8795, 42.3102, -0.7105, -0.4672, -0.5230, -0.0580, 0.2970, -0.1714, 0.0820, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.8098, 481, -0.4820, 0.3750, 0.0711, -56.1598, -113.0269, 217.2830, -29.5522, 35.0746, 37.6667, -90.5297, -50.6861, 44.1376, -0.7037, -0.4818, -0.5204, -0.0428, 0.2917, -0.2585, 0.0652, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.8198, 482, -0.4498, 0.3281, 0.0553, -35.7335, -117.8961, 212.1694, -28.0597, 37.1642, 37.8333, -92.2744, -48.5234, 45.8457, -0.6972, -0.4945, -0.5183, -0.0268, 0.2995, -0.3337, 0.0290, 1003.6400, 0.0000, 0.0000, 0.0000
1, 4.9700, 493, -0.1806, 1.1573, 0.3951, -17.9458, -7.3774, -46.8778, 58.2090, 36.5672, -9.6667, -106.7114, 0.5738, 72.0830, 0.4802, 0.6505, 0.4697, -0.3544, -0.1906, 0.1996, 0.1076, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.9800, 494, -0.0884, 1.0249, 0.3747, -29.6861, -13.1881, -22.5256, 55.0746, 36.8657, -9.3333, -106.9797, 0.2803, 72.3209, 0.4792, 0.6498, 0.4731, -0.3526, -0.0933, 0.0685, 0.0826, 1005.3700, 0.0000, 0.0000, 0.0000
1, 4.9900, 495, -0.0726, 0.9238, 0.3333, -33.2134, -11.7853, -3.3250, 55.2239, 36.5672, -9.5000, -107.3250, 0.2026, 72.5026, 0.4770, 0.6502, 0.4755, -0.3515, -0.0762, -0.0308, 0.0355, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8298, 483, -0.4276, 0.2889, 0.0593, -11.9244, -120.3368, 204.3260, -28.8060, 38.5075, 38.8333, -93.6578, -46.4009, 47.4482, -0.6913, -0.5052, -0.5165, -0.0100, 0.2966, -0.3993, 0.0153, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0000, 496, -0.0666, 0.8597, 0.2922, -29.7940, -19.2140, 9.6671, 55.8209, 35.5224, -9.1667, -107.6485, 0.2739, 72.6695, 0.4744, 0.6511, 0.4771, -0.3513, -0.0714, -0.0932, -0.0109, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8398, 484, -0.4095, 0.2615, 0.0633, 7.9791, -124.1975, 196.2829, -26.1194, 39.7015, 39.0000, -94.7493, -44.3380, 48.9983, -0.6858, -0.5141, -0.5151, 0.0074, 0.2894, -0.4513, 0.0041, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.8499, 485, -0.4197, 0.2790, 0.0871, 31.7088, -125.0663, 187.7759, -23.2836, 40.0000, 40.0000, -95.5454, -42.3363, 50.4938, -0.6809, -0.5210, -0.5140, 0.0255, 0.2538, -0.4568, 0.0157, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0100, 497, -0.0057, 0.8114, 0.2520, -26.6103, -26.3763, 17.5202, 57.9104, 35.9701, -8.8333, -107.9225, 0.4739, 72.8591, 0.4714, 0.6520, 0.4782, -0.3521, -0.0139, -0.1400, -0.0557, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8599, 486, -0.4357, 0.2966, 0.0909, 59.4587, -124.7937, 177.1635, -22.2388, 40.5970, 40.1667, -96.0024, -40.4198, 51.9307, -0.6769, -0.5258, -0.5132, 0.0441, 0.2127, -0.4606, 0.0113, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0200, 498, 0.0709, 0.6966, 0.2214, -26.8066, -36.3757, 22.8575, 59.5522, 35.0746, -9.6667, -108.1779, 0.7789, 73.0979, 0.4679, 0.6530, 0.4791, -0.3537, 0.0573, -0.2534, -0.0905, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8699, 487, -0.4636, 0.3082, 0.1122, 86.2687, -122.5220, 166.6289, -18.5075, 41.0448, 40.3333, -96.1290, -38.6064, 53.3189, -0.6740, -0.5283, -0.5124, 0.0632, 0.1603, -0.4688, 0.0288, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0300, 499, 0.1806, 0.5621, 0.2275, -28.3482, -47.2560, 30.0067, 81.6418, 47.1642, -12.5000, -108.4569, 1.1984, 73.4032, 0.4636, 0.6541, 0.4800, -0.3561, 0.1597, -0.3862, -0.0890, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8799, 488, -0.4916, 0.3336, 0.1119, 117.0803, -118.7545, 154.7645, -21.0448, 43.2836, 39.6667, -95.8794, -36.9103, 54.6512, -0.6724, -0.5283, -0.5117, 0.0829, 0.1089, -0.4618, 0.0300, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0400, 500, 0.2727, 0.4666, 0.2358, -28.5715, -51.8573, 35.1768, 59.5522, 35.0746, -9.1667, -108.7450, 1.7107, 73.7521, 0.4586, 0.6554, 0.4808, -0.3592, 0.2429, -0.4800, -0.0854, 1005.3700, 0.0000, 0.0000, 0.0000
1, 5.0500, 501, 0.2806, 0.4199, 0.2192, -27.6980, -50.3307, 39.0686, 58.6567, 35.9701, -8.6667, -109.0260, 2.2709, 74.0894, 0.4535, 0.6567, 0.4813, -0.3625, 0.2410, -0.5248, -0.1065, 1005.3700, 0.0000, 0.0000, 0.0000
2, 4.8899, 489, -0.5516, 0.3923, 0.1013, 143.0622, -114.1908, 141.7372, -14.6269, 43.5821, 39.3333, -95.2833, -35.3618, 55.9426, -0.6722, -0.5258, -0.5109, 0.1029, 0.0272, -0.4197, 0.0262, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.8999, 490, -0.6490, 0.4175, 0.1210, 172.0968, -111.1872, 123.8462, -15.6716, 47.7612, 38.6667, -94.3704, -33.9771, 57.2052, -0.6733, -0.5209, -0.5102, 0.1230, -0.0901, -0.4094, 0.0578, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0601, 502, 0.2630, 0.4239, 0.1988, -25.0023, -42.1182, 43.1008, 60.1493, 32.9851, -9.0000, -109.2856, 2.8481, 74.3497, 0.4487, 0.6583, 0.4812, -0.3657, 0.2133, -0.5188, -0.1311, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.0701, 503, 0.1984, 0.4629, 0.1882, -21.8383, -28.6772, 43.2374, 59.4030, 35.3731, -9.0000, -109.5062, 3.4007, 74.5023, 0.4445, 0.6601, 0.4805, -0.3685, 0.1391, -0.4780, -0.1451, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.0801, 504, 0.1847, 0.5097, 0.1926, -21.8438, -11.6615, 39.0116, 58.3582, 33.5821, -8.8333, -109.7216, 3.8708, 74.5123, 0.4411, 0.6623, 0.4793, -0.3702, 0.1172, -0.4295, -0.1441, 1005.4200, 0.0000, 0.0000, 0.0000
2, 4.9099, 491, -0.7364, 0.4546, 0.1034, 199.7462, -104.1738, 101.9445, -14.0299, 46.2687, 37.8333, -93.1317, -32.8360, 58.4391, -0.6758, -0.5131, -0.5096, 0.1428, -0.1942, -0.3844, 0.0575, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.0901, 505, 0.1825, 0.4976, 0.2370, -24.5382, 3.0921, 32.0694, 62.3881, 32.9851, -9.0000, -109.9731, 4.2310, 74.3911, 0.4385, 0.6648, 0.4779, -0.3707, 0.1087, -0.4397, -0.1036, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.0999, 506, 0.2118, 0.4779, 0.2615, -16.2100, 21.9730, 24.9022, 60.2985, 35.0746, -8.5000, -110.2014, 4.4709, 74.1283, 0.4369, 0.6674, 0.4761, -0.3701, 0.1339, -0.4577, -0.0828, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1099, 507, 0.2861, 0.4736, 0.3272, -12.5435, 39.7340, 19.7983, 61.0448, 32.8358, -8.5000, -110.3877, 4.6026, 73.7165, 0.4366, 0.6702, 0.4738, -0.3685, 0.2058, -0.4607, -0.0200, 1005.4200, 0.0000, 0.0000, 0.0000
2, 4.9199, 492, -0.8972, 0.4954, 0.0840, 222.6237, -96.6644, 83.7610, -13.8806, 49.8507, 36.1667, -91.6042, -31.9246, 59.6224, -0.6796, -0.5028, -0.5090, 0.1621, -0.3684, -0.3530, 0.0603, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.9299, 493, -1.1036, 0.5341, 0.0813, 247.2271, -87.9349, 62.2599, -13.1343, 50.7463, 33.8333, -89.7766, -31.2444, 60.7399, -0.6848, -0.4899, -0.5082, 0.1810, -0.5850, -0.3208, 0.0846, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.1199, 508, 0.3742, 0.4814, 0.3507, -8.0179, 59.8319, 15.8472, 62.9851, 33.4328, -7.6667, -110.5671, 4.6423, 73.1230, 0.4372, 0.6734, 0.4707, -0.3657, 0.2933, -0.4518, 0.0005, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1299, 509, 0.4488, 0.5208, 0.3318, -0.3045, 85.4076, 13.0238, 59.7015, 34.7761, -7.8333, -110.6931, 4.5840, 72.3081, 0.4393, 0.6771, 0.4666, -0.3618, 0.3689, -0.4117, -0.0205, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1399, 510, 0.4905, 0.5843, 0.2256, 8.7854, 114.4091, 9.4656, 59.5522, 33.2836, -7.1667, -110.7297, 4.4019, 71.2431, 0.4433, 0.6810, 0.4611, -0.3565, 0.4137, -0.3482, -0.1273, 1005.4200, 0.0000, 0.0000, 0.0000
2, 4.9399, 494, -1.2879, 0.5296, 0.0943, 265.4722, -76.9861, 41.6592, -11.6418, 50.5970, 32.3333, -87.6748, -30.8061, 61.7612, -0.6912, -0.4747, -0.5071, 0.1990, -0.7758, -0.3286, 0.1292, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.9500, 495, -1.4005, 0.4900, 0.1067, 279.4341, -64.3269, 23.9890, -9.1045, 50.0000, 30.3333, -85.3418, -30.5629, 62.6515, -0.6987, -0.4578, -0.5055, 0.2162, -0.8920, -0.3682, 0.1767, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.1499, 511, 0.3974, 0.6391, -0.0242, 17.1467, 140.4643, 2.0756, 61.6418, 32.5373, -6.6667, -110.6453, 4.0428, 69.9479, 0.4493, 0.6849, 0.4546, -0.3497, 0.3269, -0.2944, -0.3759, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1599, 512, 0.1548, 0.6672, -0.1708, 16.8561, 147.3621, 0.9327, 62.2388, 33.7313, -6.1667, -110.5298, 3.5520, 68.5128, 0.4564, 0.6888, 0.4478, -0.3416, 0.0929, -0.2675, -0.5208, 1005.4200, 0.0000, 0.0000, 0.0000
2, 4.9600, 496, -1.4314, 0.4196, 0.0632, 283.9914, -45.7300, 6.1323, -11.3433, 53.4328, 28.6667, -82.8375, -30.5274, 63.3487, -0.7071, -0.4395, -0.5031, 0.2317, -0.9234, -0.4351, 0.1706, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.9700, 497, -1.3253, 0.3240, 0.0168, 280.9171, -26.8562, -4.7825, -10.8955, 52.3881, 26.5000, -80.2112, -30.6347, 63.8182, -0.7162, -0.4206, -0.4999, 0.2455, -0.8157, -0.5239, 0.1631, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.1699, 513, -0.1216, 0.6920, -0.1821, 19.6947, 107.2997, 17.4548, 60.5970, 34.0299, -5.5000, -110.3673, 3.2138, 67.3119, 0.4623, 0.6920, 0.4415, -0.3355, -0.1777, -0.2440, -0.5296, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1799, 514, -0.3850, 0.8187, -0.0059, 26.8296, 64.1165, 56.3747, 60.8955, 31.9403, -6.0000, -110.1228, 3.2606, 66.4360, 0.4661, 0.6945, 0.4353, -0.3331, -0.4419, -0.1187, -0.3494, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.1899, 515, -0.6940, 1.0089, 0.2676, 37.4462, 4.5935, 91.7409, 61.1940, 32.6866, -5.6667, -109.8127, 3.8254, 65.9754, 0.4671, 0.6964, 0.4291, -0.3358, -0.7607, 0.0701, -0.0706, 1005.4200, 0.0000, 0.0000, 0.0000
2, 4.9800, 498, -1.1816, 0.2443, -0.0621, 269.4172, -14.5970, -18.1677, -8.6567, 52.9851, 24.1667, -77.5701, -30.8629, 64.1119, -0.7253, -0.4017, -0.4963, 0.2575, -0.6686, -0.5940, 0.1227, 1003.6400, 0.0000, 0.0000, 0.0000
2, 4.9900, 499, -1.0897, 0.1920, -0.1360, 248.9813, -9.3838, -32.5896, -11.3433, 55.3731, 21.5000, -75.0187, -31.2176, 64.2678, -0.7341, -0.3831, -0.4927, 0.2676, -0.5714, -0.6342, 0.0851, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.2000, 516, -0.6582, 1.1737, 0.1806, 39.7066, -44.0677, 108.5399, 62.0896, 32.8358, -6.1667, -109.3967, 4.8731, 65.9632, 0.4654, 0.6974, 0.4233, -0.3434, -0.7432, 0.2339, -0.1503, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.2100, 517, -0.5023, 1.2309, -0.0559, 20.1185, -25.8001, 87.2630, 62.2388, 33.1343, -6.8333, -109.0895, 5.8894, 66.0463, 0.4629, 0.6983, 0.4184, -0.3508, -0.6049, 0.2909, -0.3812, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.2200, 518, -0.3704, 1.0627, -0.2099, 7.2778, -7.0779, 34.5785, 62.0896, 32.8358, -7.1667, -108.8945, 6.3450, 66.0353, 0.4623, 0.6987, 0.4157, -0.3541, -0.4809, 0.1224, -0.5317, 1005.4200, 0.0000, 0.0000, 0.0000
2, 5.0000, 500, -1.1010, 0.1411, -0.1648, 223.5162, -12.5733, -49.7996, -11.4925, 53.7313, 19.6667, -72.6612, -31.7405, 64.3536, -0.7422, -0.3650, -0.4899, 0.2755, -0.5749, -0.6707, 0.0886, 1003.6400, 0.0000, 0.0000, 0.0000
2, 5.0100, 501, -1.2165, -0.0024, -0.1600, 194.3409, -22.1677, -70.5315, -12.5373, 54.0299, 18.1667, -70.5519, -32.4759, 64.4393, -0.7492, -0.3474, -0.4888, 0.2813, -0.6796, -0.7979, 0.1208, 1003.6400, 0.0000, 0.0000, 0.0000
1, 5.2300, 519, -0.1527, 0.9735, -0.2262, 14.2910, -33.0098, 7.3926, 64.3284, 31.3433, -7.0000, -108.5841, 6.4495, 66.3101, 0.4629, 0.6967, 0.4159, -0.3569, -0.2650, 0.0317, -0.5429, 1005.4200, 0.0000, 0.0000, 0.0000
1, 5.2400, 520, 0.1289, 1.0291, -0.0297, 13.4121, -44.0515, -9.7416, 61.0448, 34.3284, -7.5000, -108.2497, 6.5312, 66.7368, 0.4632, 0.6940, 0.4171, -0.3603, 0.0152, 0.0855, -0.3408, 1005.4200, 0.0000, 0.0000, 0.0000
