SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 7.7700, 773, 0.2614, 0.5982, 0.1479, -20.9128, -42.0041, 55.0338, 57.0149, 29.8507, -11.8333, -102.6230, 2.5991, 70.4516, 0.5003, 0.6456, 0.4385, -0.3749, 0.2160, -0.3767, -0.0704, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.7800, 774, 0.2771, 0.6256, 0.1403, -20.2270, -30.7876, 49.0769, 55.2239, 31.3433, -12.0000, -102.8158, 3.2304, 70.6478, 0.4960, 0.6476, 0.4374, -0.3785, 0.2207, -0.3479, -0.0812, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.7900, 775, 0.2731, 0.6275, 0.1483, -22.4827, -16.4827, 37.9108, 57.6119, 30.2985, -11.6667, -103.0263, 3.7473, 70.7242, 0.4924, 0.6498, 0.4362, -0.3808, 0.2078, -0.3447, -0.0766, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5000, 750, -0.5950, -0.1041, -0.2786, -103.6900, -13.3563, 77.3664, -39.7015, 23.5821, 28.1667, -68.7490, -64.0882, 21.7851, -0.7436, -0.3872, -0.5205, -0.1620, 0.3045, -0.5114, -0.1202, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.5100, 751, -0.5117, -0.1435, -0.1956, -153.9527, -8.7772, 76.2520, -38.5075, 23.5821, 29.1667, -70.7597, -63.4585, 22.5920, -0.7397, -0.3989, -0.5169, -0.1628, 0.3829, -0.5654, -0.0484, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8000, 776, 0.2869, 0.6373, 0.1466, -23.1549, 0.5743, 29.3854, 59.7015, 29.8507, -11.6667, -103.2619, 4.1512, 70.6625, 0.4896, 0.6522, 0.4348, -0.3819, 0.2145, -0.3335, -0.0822, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5198, 752, -0.4596, -0.0400, -0.0815, -212.0148, -7.9541, 70.8081, -38.6567, 23.5821, 29.5000, -73.2084, -62.8287, 23.2743, -0.7337, -0.4140, -0.5125, -0.1662, 0.4300, -0.4772, 0.0504, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.5298, 753, -0.3978, 0.0932, -0.0064, -252.6539, -8.5845, 64.8816, -39.5522, 22.6866, 30.1667, -76.0761, -62.2360, 23.8566, -0.7255, -0.4320, -0.5073, -0.1722, 0.4871, -0.3590, 0.1056, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8101, 777, 0.3163, 0.6199, 0.1367, -24.6078, 19.9305, 24.4625, 58.5075, 29.4030, -11.0000, -103.5140, 4.4589, 70.4231, 0.4877, 0.6551, 0.4328, -0.3816, 0.2386, -0.3495, -0.0963, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.8201, 778, 0.3418, 0.6473, 0.1373, -25.5418, 37.0296, 18.4696, 57.6119, 30.4478, -11.1667, -103.7894, 4.6578, 70.0122, 0.4867, 0.6584, 0.4305, -0.3799, 0.2606, -0.3207, -0.1003, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.8301, 779, 0.3575, 0.6453, 0.1476, -23.3898, 59.4101, 11.9827, 56.8657, 30.8955, -10.1667, -104.0684, 4.7474, 69.4195, 0.4867, 0.6620, 0.4276, -0.3768, 0.2747, -0.3214, -0.0947, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5398, 754, -0.3820, 0.2812, 0.0564, -271.0343, -13.6803, 60.9784, -38.9552, 22.6866, 31.0000, -79.2419, -61.6521, 24.4242, -0.7156, -0.4517, -0.5016, -0.1795, 0.4981, -0.1853, 0.1450, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.5498, 755, -0.3556, 0.4006, 0.1124, -261.5589, -20.8217, 58.0680, -37.9104, 22.6866, 32.3333, -82.4578, -61.0624, 24.9935, -0.7049, -0.4716, -0.4959, -0.1867, 0.5196, -0.0790, 0.1760, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8401, 780, 0.3435, 0.6348, 0.2161, -16.7010, 86.3367, 8.3168, 57.6119, 28.9552, -9.6667, -104.3497, 4.7179, 68.6143, 0.4878, 0.6661, 0.4240, -0.3722, 0.2612, -0.3307, -0.0308, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5598, 756, -0.3781, 0.4770, 0.1249, -247.5602, -28.5367, 53.6604, -38.2090, 23.7313, 33.0000, -85.5979, -60.5222, 25.6515, -0.6940, -0.4901, -0.4908, -0.1932, 0.4924, -0.0136, 0.1627, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.5698, 757, -0.4164, 0.5377, 0.1328, -215.3337, -34.0061, 52.0341, -37.6119, 23.2836, 34.1667, -88.5179, -59.9739, 26.3424, -0.6835, -0.5070, -0.4863, -0.1983, 0.4494, 0.0374, 0.1457, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8499, 781, 0.2771, 0.6100, 0.1361, -2.7079, 104.5856, 4.2195, 57.0149, 30.0000, -8.8333, -104.5176, 4.5775, 67.6003, 0.4907, 0.6702, 0.4192, -0.3665, 0.1973, -0.3550, -0.1138, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.8599, 782, 0.2422, 0.5991, 0.0383, 10.1247, 114.0028, 1.8705, 57.6119, 29.1045, -9.0000, -104.5226, 4.3651, 66.4787, 0.4950, 0.6737, 0.4137, -0.3604, 0.1661, -0.3661, -0.2118, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5798, 758, -0.4563, 0.5730, 0.1164, -174.5275, -36.5774, 54.8895, -40.7463, 23.7313, 34.5000, -91.0763, -59.3988, 27.0362, -0.6742, -0.5217, -0.4823, -0.2016, 0.4045, 0.0640, 0.1069, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8699, 783, 0.1326, 0.6443, -0.0194, 14.3442, 119.3806, 6.3852, 57.4627, 29.8507, -8.5000, -104.4546, 4.1345, 65.2898, 0.5001, 0.6771, 0.4075, -0.3542, 0.0605, -0.3215, -0.2683, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.5898, 759, -0.4862, 0.5984, 0.1180, -138.0738, -40.0601, 54.6767, -35.9701, 22.2388, 35.0000, -93.2415, -58.7949, 27.7264, -0.6664, -0.5340, -0.4790, -0.2030, 0.3691, 0.0811, 0.0887, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.5999, 760, -0.5734, 0.6041, 0.1039, -93.1039, -42.9795, 52.3957, -37.4627, 22.3881, 35.5000, -94.9820, -58.1839, 28.4073, -0.6604, -0.5439, -0.4766, -0.2026, 0.2763, 0.0789, 0.0582, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8799, 784, -0.0201, 0.6893, -0.0695, 19.5454, 104.5847, 12.2923, 55.8209, 30.5970, -8.5000, -104.3190, 3.9471, 64.1657, 0.5050, 0.6799, 0.4013, -0.3487, -0.0889, -0.2773, -0.3162, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6099, 761, -0.6963, 0.6137, 0.0751, -51.6606, -47.3148, 48.3258, -36.8657, 23.8806, 36.5000, -96.3104, -57.6034, 29.1203, -0.6560, -0.5510, -0.4752, -0.2004, 0.1481, 0.0812, 0.0162, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.8899, 785, -0.1142, 0.7809, -0.0697, 20.9066, 74.6067, 21.0700, 56.8657, 31.0448, -8.1667, -104.1199, 3.8792, 63.2914, 0.5091, 0.6819, 0.3958, -0.3451, -0.1818, -0.1867, -0.3131, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.8999, 786, -0.2023, 0.8804, -0.0820, 14.4592, 53.1843, 28.0916, 59.4030, 30.0000, -8.1667, -103.9239, 3.9331, 62.6659, 0.5120, 0.6833, 0.3913, -0.3433, -0.2709, -0.0880, -0.3220, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6199, 762, -0.8072, 0.6293, 0.0348, -17.9547, -49.9370, 48.1568, -36.5672, 24.0299, 37.0000, -97.2856, -57.0380, 29.8603, -0.6533, -0.5560, -0.4747, -0.1967, 0.0318, 0.0896, -0.0342, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.6299, 763, -1.0131, 0.6230, 0.0155, 13.3808, -51.7664, 46.5801, -40.0000, 25.0746, 37.0000, -97.9128, -56.5085, 30.6504, -0.6522, -0.5586, -0.4754, -0.1915, -0.1792, 0.0764, -0.0605, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9099, 787, -0.2380, 0.9947, 0.0079, 6.7420, 44.5565, 33.0246, 58.3582, 30.7463, -8.0000, -103.8053, 4.0456, 62.1658, 0.5137, 0.6848, 0.3874, -0.3421, -0.3085, 0.0260, -0.2302, 1005.3500, 0.0000, 0.0000, 0.0000
1, 7.9199, 788, -0.3321, 1.0587, 0.0296, 12.1646, 32.2590, 31.2100, 57.3134, 30.5970, -7.6667, -103.6858, 4.1645, 61.7883, 0.5151, 0.6858, 0.3842, -0.3415, -0.4048, 0.0897, -0.2064, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6399, 764, -1.1481, 0.6442, 0.0183, 39.7446, -48.3184, 48.4789, -36.7164, 25.2239, 37.3333, -98.2357, -55.9766, 31.4177, -0.6524, -0.5595, -0.4764, -0.1851, -0.3193, 0.0904, -0.0619, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9299, 789, -0.3378, 1.1099, -0.0206, 11.2542, 13.1944, 27.2450, 58.3582, 29.5522, -7.8333, -103.5081, 4.2856, 61.6095, 0.5163, 0.6859, 0.3820, -0.3420, -0.4125, 0.1403, -0.2535, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6499, 765, -1.2370, 0.6204, 0.0156, 66.5520, -44.6527, 48.9360, -36.4179, 24.9254, 37.6667, -98.2138, -55.4458, 32.1131, -0.6542, -0.5588, -0.4777, -0.1777, -0.4134, 0.0590, -0.0654, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9399, 790, -0.2807, 1.1262, -0.0784, 10.4567, -0.1486, 26.1437, 58.9552, 29.8507, -7.6667, -103.2890, 4.3905, 61.5897, 0.5173, 0.6853, 0.3808, -0.3433, -0.3572, 0.1558, -0.3076, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6599, 766, -1.3155, 0.5537, -0.0232, 90.8990, -41.2700, 49.9102, -33.2836, 26.8657, 37.3333, -97.8774, -54.9166, 32.7485, -0.6572, -0.5565, -0.4792, -0.1693, -0.4971, -0.0157, -0.1019, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.6699, 767, -1.3803, 0.5126, -0.0711, 104.4836, -40.4376, 50.5761, -34.7761, 26.8657, 37.3333, -97.3527, -54.3949, 33.3571, -0.6611, -0.5532, -0.4808, -0.1602, -0.5672, -0.0649, -0.1456, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9500, 791, -0.1040, 1.0783, -0.1415, 3.4950, -10.8773, 22.1956, 60.2985, 28.5075, -7.8333, -103.0641, 4.5275, 61.6258, 0.5180, 0.6845, 0.3796, -0.3450, -0.1829, 0.1073, -0.3668, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6799, 768, -1.4353, 0.4773, -0.1128, 115.4626, -39.6028, 51.8295, -34.9254, 29.7015, 37.3333, -96.6818, -53.8673, 33.9564, -0.6656, -0.5491, -0.4825, -0.1506, -0.6276, -0.1083, -0.1814, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9600, 792, 0.0508, 1.0608, -0.1033, 3.6335, -19.4946, 18.0432, 59.5522, 30.5970, -8.0000, -102.8464, 4.7102, 61.6977, 0.5184, 0.6837, 0.3785, -0.3471, -0.0313, 0.0891, -0.3248, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.6899, 769, -1.4331, 0.4736, -0.1624, 118.9734, -35.3411, 56.3384, -37.0149, 30.0000, 36.6667, -95.9106, -53.3201, 34.5107, -0.6704, -0.5447, -0.4838, -0.1407, -0.6311, -0.1205, -0.2239, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9700, 793, 0.1407, 1.0681, -0.0230, 15.2187, -24.6887, 13.3820, 56.7164, 31.6418, -8.0000, -102.6022, 4.9248, 61.7989, 0.5188, 0.6829, 0.3774, -0.3495, 0.0548, 0.0958, -0.2404, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7000, 770, -1.4303, 0.3993, -0.1913, 123.0259, -31.6317, 54.4356, -34.6269, 30.4478, 36.5000, -95.0200, -52.7775, 34.9896, -0.6756, -0.5398, -0.4849, -0.1307, -0.6340, -0.2033, -0.2442, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9800, 794, 0.2512, 1.1611, 0.2953, 21.0747, -33.4475, 12.9375, 56.1194, 31.1940, -8.6667, -102.3478, 5.1466, 62.0227, 0.5188, 0.6815, 0.3768, -0.3527, 0.1615, 0.1882, 0.0823, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7100, 771, -1.3508, 0.4018, -0.2567, 126.2816, -25.4345, 56.0486, -33.1343, 31.4925, 36.0000, -94.0414, -52.2432, 35.3923, -0.6811, -0.5346, -0.4856, -0.1208, -0.5602, -0.2090, -0.2998, 1003.5600, 0.0000, 0.0000, 0.0000
2, 7.7200, 772, -1.3013, 0.3940, -0.2377, 129.6187, -19.1639, 56.9688, -32.0896, 31.7910, 35.8333, -92.9519, -51.7028, 35.7021, -0.6868, -0.5291, -0.4859, -0.1110, -0.5165, -0.2250, -0.2696, 1003.5600, 0.0000, 0.0000, 0.0000
1, 7.9900, 795, 0.1932, 1.3126, 0.5878, 14.3349, -36.5087, 15.8827, 58.0597, 30.4478, -9.1667, -102.1768, 5.3722, 62.3365, 0.5180, 0.6803, 0.3771, -0.3559, 0.0996, 0.3394, 0.3778, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0000, 796, -0.0069, 1.5110, 0.6318, 14.6006, -63.4575, 39.4597, 59.8507, 29.5522, -9.0000, -102.0033, 5.7554, 62.7805, 0.5162, 0.6790, 0.3773, -0.3607, -0.1072, 0.5377, 0.4249, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0100, 797, -0.0518, 1.6771, 0.5965, 11.5175, -118.0077, 65.5989, 60.0000, 30.0000, -9.6667, -101.7874, 6.5165, 63.6388, 0.5118, 0.6772, 0.3780, -0.3695, -0.1653, 0.7046, 0.3935, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7300, 773, -1.3330, 0.3879, -0.2267, 135.4720, -19.1561, 51.2146, -32.2388, 33.4328, 34.6667, -91.7954, -51.2013, 35.9946, -0.6928, -0.5230, -0.4861, -0.1012, -0.5536, -0.2383, -0.2463, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.0200, 798, -0.1171, 1.7264, 0.7440, 9.2257, -108.3126, 60.5196, 56.8657, 31.9403, -10.1667, -101.5667, 7.4112, 64.6831, 0.5063, 0.6751, 0.3791, -0.3798, -0.2461, 0.7549, 0.5452, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0300, 799, -0.1772, 1.2460, 0.5216, 5.7329, -29.4367, 12.9110, 60.4478, 30.1493, -10.1667, -101.4508, 7.8029, 65.2354, 0.5036, 0.6737, 0.3800, -0.3848, -0.3130, 0.2750, 0.3249, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7400, 774, -1.4656, 0.3579, -0.1749, 138.1464, -22.4126, 41.2688, -32.0896, 33.1343, 34.1667, -90.6468, -50.7889, 36.3507, -0.6986, -0.5163, -0.4869, -0.0916, -0.6908, -0.2742, -0.1821, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.0400, 800, 0.0351, 0.9336, 0.3550, 4.9728, -20.6204, -8.5655, 59.4030, 31.7910, -10.6667, -101.4810, 7.6916, 65.6134, 0.5026, 0.6723, 0.3829, -0.3858, -0.0987, -0.0376, 0.1578, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7500, 775, -1.5087, 0.2988, -0.1392, 136.9882, -22.7386, 31.6495, -31.1940, 35.0746, 33.5000, -89.5236, -50.4686, 36.7516, -0.7042, -0.5091, -0.4881, -0.0824, -0.7375, -0.3377, -0.1339, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.7600, 776, -1.4868, 0.2692, -0.0954, 130.7332, -16.7119, 23.8512, -33.4328, 36.1194, 32.6667, -88.4154, -50.2567, 37.1118, -0.7095, -0.5016, -0.4895, -0.0742, -0.7179, -0.3699, -0.0777, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.0500, 801, 0.2817, 0.9057, 0.4754, 8.6666, -11.2188, -28.7324, 59.7015, 31.3433, -11.0000, -101.4901, 7.5486, 65.8772, 0.5022, 0.6711, 0.3852, -0.3861, 0.1504, -0.0657, 0.2779, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0601, 802, 0.4403, 1.0031, 0.5452, 10.6190, 34.0190, -47.9877, 57.9104, 33.1343, -11.1667, -101.4829, 7.1645, 65.7862, 0.5041, 0.6704, 0.3865, -0.3836, 0.3156, 0.0308, 0.3477, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7698, 777, -1.3639, 0.2597, -0.0904, 120.9932, -9.3171, 13.7741, -30.1493, 35.5224, 32.3333, -87.3092, -50.1525, 37.3892, -0.7145, -0.4940, -0.4909, -0.0671, -0.5962, -0.3804, -0.0603, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.7798, 778, -1.1737, 0.2443, -0.0599, 111.6323, -3.5628, 3.3248, -31.3433, 38.0597, 31.5000, -86.2177, -50.1837, 37.5963, -0.7193, -0.4861, -0.4925, -0.0613, -0.4056, -0.3946, -0.0177, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.0701, 803, 0.5169, 1.1049, 0.5371, 8.1749, 50.7185, -57.4462, 59.7015, 31.1940, -10.5000, -101.4668, 6.5648, 65.4008, 0.5078, 0.6700, 0.3871, -0.3787, 0.4026, 0.1313, 0.3396, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0801, 804, 0.5403, 1.1613, 0.5684, 1.0669, 35.2557, -43.7640, 60.1493, 31.3433, -11.0000, -101.4893, 6.0304, 65.0722, 0.5108, 0.6698, 0.3878, -0.3742, 0.4353, 0.1868, 0.3703, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.7898, 779, -1.0185, 0.1820, -0.0628, 99.2539, -4.4425, -6.0158, -31.9403, 37.9104, 30.8333, -85.2036, -50.3508, 37.8239, -0.7235, -0.4780, -0.4948, -0.0565, -0.2486, -0.4538, -0.0095, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.7998, 780, -0.9033, 0.1629, -0.1098, 91.2310, -10.6078, -15.7174, -31.1940, 37.0149, 30.3333, -84.3079, -50.6207, 38.0713, -0.7271, -0.4702, -0.4975, -0.0526, -0.1303, -0.4684, -0.0468, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.0901, 805, 0.5404, 1.2649, 0.5613, -10.8449, 32.2803, -5.8031, 60.1493, 31.9403, -10.6667, -101.6175, 5.7969, 64.7753, 0.5119, 0.6708, 0.3876, -0.3711, 0.4394, 0.2904, 0.3610, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.0999, 806, 0.3523, 1.4169, 0.5463, -6.3713, 36.0950, 32.1406, 56.2687, 33.4328, -10.5000, -101.7587, 5.9326, 64.3907, 0.5118, 0.6730, 0.3852, -0.3697, 0.2489, 0.4431, 0.3436, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8098, 781, -0.9169, 0.1454, -0.1382, 89.4522, -19.2739, -27.5873, -31.7910, 38.3582, 30.3333, -83.5341, -50.9939, 38.3939, -0.7301, -0.4622, -0.5009, -0.0494, -0.1398, -0.4800, -0.0673, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.8198, 782, -1.0336, 0.1295, -0.1553, 89.2352, -26.8667, -41.3196, -33.5821, 38.3582, 29.5000, -82.8448, -51.4991, 38.8033, -0.7325, -0.4539, -0.5052, -0.0467, -0.2510, -0.4882, -0.0778, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1099, 807, 0.0955, 1.4965, 0.5236, -10.0477, 41.5868, 53.9781, 59.5522, 31.3433, -10.5000, -101.8996, 6.3201, 63.9060, 0.5111, 0.6763, 0.3809, -0.3692, -0.0146, 0.5240, 0.3187, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.1199, 808, -0.1731, 1.4571, 0.4995, -16.1022, 47.0754, 61.2933, 57.7612, 33.1343, -9.6667, -102.1256, 6.7997, 63.3413, 0.5097, 0.6804, 0.3760, -0.3686, -0.2915, 0.4863, 0.2910, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8298, 783, -1.1879, 0.1154, -0.1675, 92.9233, -29.9765, -53.1733, -30.0000, 37.9104, 29.5000, -82.1851, -52.1246, 39.2452, -0.7347, -0.4450, -0.5102, -0.0446, -0.3986, -0.4929, -0.0840, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.8398, 784, -1.2927, 0.0975, -0.1724, 96.9707, -27.3883, -61.8736, -34.4776, 37.7612, 29.1667, -81.4619, -52.8259, 39.6307, -0.7369, -0.4355, -0.5152, -0.0430, -0.4959, -0.5001, -0.0827, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1299, 809, -0.1887, 1.3109, 0.4634, -12.9793, 34.9273, 57.2781, 59.4030, 30.1493, -10.1667, -102.3443, 7.2744, 62.8411, 0.5082, 0.6842, 0.3714, -0.3684, -0.3153, 0.3419, 0.2513, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.1399, 810, -0.0495, 1.1707, 0.4617, -15.0134, 25.6322, 42.0492, 60.8955, 30.5970, -9.8333, -102.5585, 7.6572, 62.5006, 0.5065, 0.6872, 0.3681, -0.3683, -0.1828, 0.2033, 0.2462, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8499, 785, -1.3739, 0.0815, -0.1589, 97.2104, -21.1505, -72.1834, -33.5821, 37.4627, 28.6667, -80.6353, -53.6035, 39.8994, -0.7393, -0.4256, -0.5202, -0.0420, -0.5689, -0.5040, -0.0623, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.8599, 786, -1.3936, 0.0735, -0.1456, 90.7918, -16.1882, -81.8290, -29.5522, 35.2239, 28.3333, -79.7337, -54.4689, 40.0264, -0.7416, -0.4153, -0.5251, -0.0421, -0.5798, -0.4983, -0.0420, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1499, 811, 0.0780, 1.0871, 0.4463, -10.0675, 26.1812, 20.5533, 61.0448, 31.0448, -9.6667, -102.7713, 7.8491, 62.2446, 0.5054, 0.6894, 0.3663, -0.3676, -0.0586, 0.1210, 0.2273, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.1599, 812, 0.1331, 1.0371, 0.3776, -5.1766, 31.4070, 13.1751, 59.2537, 31.3433, -9.3333, -102.9383, 7.9158, 61.9619, 0.5050, 0.6912, 0.3649, -0.3662, -0.0046, 0.0718, 0.1558, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8699, 787, -1.3916, 0.0597, -0.1259, 75.4073, -9.5646, -93.4203, -31.4925, 36.8657, 28.1667, -78.8404, -55.4304, 40.0085, -0.7436, -0.4053, -0.5299, -0.0436, -0.5682, -0.4970, -0.0161, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1699, 813, 0.1451, 1.0103, 0.3228, -8.2141, 36.3695, 11.9227, 58.8060, 31.7910, -9.5000, -103.0962, 7.9614, 61.6127, 0.5050, 0.6931, 0.3630, -0.3644, 0.0066, 0.0457, 0.0984, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8799, 788, -1.3027, 0.0775, -0.1094, 55.4899, -0.9389, -104.0390, -35.3731, 37.3134, 27.8333, -77.9579, -56.4959, 39.7869, -0.7452, -0.3959, -0.5345, -0.0469, -0.4688, -0.4623, 0.0057, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1799, 814, 0.1276, 0.9773, 0.2939, -11.0005, 42.3525, 8.3577, 60.8955, 30.5970, -9.1667, -103.2826, 7.9646, 61.2174, 0.5051, 0.6952, 0.3612, -0.3621, -0.0110, 0.0135, 0.0663, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8899, 789, -1.1700, 0.0838, -0.1099, 40.3108, 6.7442, -112.1761, -34.4776, 37.7612, 27.3333, -77.0407, -57.6363, 39.3519, -0.7465, -0.3868, -0.5388, -0.0519, -0.3253, -0.4379, 0.0102, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.1899, 815, 0.0924, 0.9113, 0.2462, -10.8373, 50.7662, -1.4281, 60.2985, 29.8507, -9.5000, -103.4719, 7.8574, 60.7694, 0.5058, 0.6972, 0.3596, -0.3589, -0.0443, -0.0521, 0.0154, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.8999, 790, -1.0373, 0.0940, -0.1262, 30.6786, 12.6316, -119.2834, -35.2239, 34.9254, 27.0000, -76.0735, -58.8384, 38.7145, -0.7476, -0.3781, -0.5429, -0.0582, -0.1816, -0.4082, -0.0016, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.9099, 791, -0.9359, 0.0868, -0.1932, 29.0149, 14.3658, -125.6639, -34.0299, 33.8806, 27.3333, -74.9738, -60.0783, 37.8668, -0.7486, -0.3694, -0.5467, -0.0653, -0.0692, -0.3950, -0.0638, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.2000, 816, 0.0181, 0.8608, 0.1981, -8.4944, 59.2153, -13.0959, 60.5970, 30.5970, -9.1667, -103.6360, 7.6110, 60.2680, 0.5073, 0.6989, 0.3583, -0.3548, -0.1143, -0.1025, -0.0356, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.9199, 792, -0.8623, 0.0676, -0.2372, 30.4052, 14.5879, -129.0895, -33.5821, 33.7313, 27.0000, -73.7324, -61.3319, 36.8458, -0.7496, -0.3606, -0.5502, -0.0728, 0.0151, -0.3930, -0.1028, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.9299, 793, -0.8122, 0.0327, -0.2940, 26.0070, 12.8941, -132.9462, -37.4627, 32.6866, 26.8333, -72.3791, -62.6108, 35.6736, -0.7504, -0.3518, -0.5537, -0.0808, 0.0757, -0.4058, -0.1548, 1003.6500, 0.0000, 0.0000, 0.0000
1, 8.2100, 817, -0.0072, 0.8221, 0.1468, -8.8832, 65.5600, -22.3400, 58.0597, 33.5821, -9.1667, -103.7811, 7.2470, 59.7117, 0.5094, 0.7005, 0.3571, -0.3498, -0.1333, -0.1413, -0.0895, 1005.3500, 0.0000, 0.0000, 0.0000
1, 8.2200, 818, -0.0150, 0.7617, 0.1298, -11.6316, 67.5378, -29.8094, 59.1045, 31.0448, -8.8333, -103.9466, 6.7917, 59.1371, 0.5118, 0.7019, 0.3563, -0.3440, -0.1333, -0.2020, -0.1095, 1005.3500, 0.0000, 0.0000, 0.0000
2, 7.9399, 794, -0.8059, 0.0034, -0.3201, 15.6992, 11.9935, -136.4063, -36.7164, 32.2388, 26.5000, -70.9555, -63.9129, 34.3413, -0.7508, -0.3432, -0.5572, -0.0895, 0.0922, -0.4122, -0.1766, 1003.6500, 0.0000, 0.0000, 0.0000
2, 7.9500, 795, -0.8036, -0.0240, -0.3364, -3.4530, 14.3955, -141.9769, -39.2537, 31.3433, 26.6667, -69.4646, -65.2407, 32.7666, -0.7507, -0.3354, -0.5604, -0.0994, 0.1045, -0.4161, -0.1895, 1003.6500, 0.0000, 0.0000, 0.0000
